run,tracker,frames,avg_detections,min_detections,max_detections,zero_detection_frames,zero_detection_ratio,low_detection_ratio,avg_tracks,min_tracks,max_tracks,zero_track_frames,zero_track_ratio,longest_zero_track_run,track_jump_mean,track_jump_std,track_jump_max,large_jump_threshold,large_jump_ratio,track_cv,track_detection_ratio,high_detection_ratio,avg_fps,avg_frame_time_ms
bytetrack_default,bytetrack_lite,908,87.27533039647577,32.0,131.0,0,0.0,0.0,14.615638766519824,4.0,26.0,0,0.0,0,2.2414553472987873,1.7536216951225192,11.0,5.0,0.10584343991179714,0.2635815005789889,0.17102066420913484,0.14760052914814312,15.211907488986784,65.89437114537445
bytetrack_tuned,bytetrack_lite,908,87.27533039647577,32.0,131.0,0,0.0,0.0,87.27533039647577,32.0,131.0,0,0.0,0,9.848952590959206,7.443407271917256,48.0,21.81883259911894,0.08158765159867695,0.17605108770249245,1.0,1.0,2.568692731277533,567.7358843612335
deepsort_default,deepsort,908,85.62004405286343,30.0,132.0,0,0.0,0.0,19.52533039647577,0.0,33.0,2,0.0022026431718061676,2,1.7199558985667034,1.5060103273950969,9.0,5.0,0.05402425578831312,0.2614390252213187,0.22991185280355714,0.0,7.565851321585903,164.04200550660792
deepsort_tuned,deepsort,908,85.62004405286343,30.0,132.0,0,0.0,0.0,99.47907488986785,0.0,159.0,1,0.0011013215859030838,1,7.200661521499449,5.635103592471804,52.0,24.86976872246696,0.008820286659316428,0.22648977256067915,1.1587275802218393,0.0,1.1057125550660794,1974.9248325991189
