tracker,frames,avg_tracks,min_tracks,max_tracks,zero_track_ratio,longest_zero_track_run,track_jump_mean,track_jump_max,large_jump_ratio,track_cv,unique_ids,avg_track_life,median_track_life,short_track_ratio,new_ids_per_frame,avg_center_move,avg_area_change_ratio,mean_pair_iou,high_iou_pair_ratio
deepsort,908,169.7092511013216,0.0,249.0,0.0011013215859030838,1,10.993384785005512,85.0,0.002205071664829107,0.20309975283154072,4096,37.62109375,26.0,0.0224609375,43.55506607929515,18.73049237920354,0.19683015858823397,0.01424486541480548,0.012892193234895027
bytetrack_lite,908,138.6420704845815,68.0,205.0,0.0,0,14.300992282249172,65.0,0.050716648291069456,0.1745970549038709,91985,1.3685600913192368,1.0,0.9759634723052671,127.44162995594714,1.5392119268035014,0.07958056907139385,0.018935678796514473,0.020719688495735158
