frames,avg_detections,min_detections,max_detections,zero_detection_ratio,avg_conf,conf_p10,conf_p50,conf_p90,avg_box_area_ratio,small_box_ratio,medium_box_ratio,large_box_ratio,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_pipeline_fps,peak_gpu_memory_mb
908,87.27533039647577,32.0,131.0,0.0,0.23640578983075317,0.060628410428762436,0.1483408808708191,0.580687940120697,0.0008861010975416734,1.0,0.0,0.0,2742.233205471795,2681.54638671875,5059.66162109375,5890.09716796875,0.7099914516823815,716.02099609375
