frames,avg_detections,min_detections,max_detections,zero_detection_ratio,avg_conf,conf_p10,conf_p50,conf_p90,avg_box_area_ratio,small_box_ratio,medium_box_ratio,large_box_ratio,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_pipeline_fps,peak_gpu_memory_mb
908,10.428414096916299,2.0,19.0,0.0,0.4085439215656671,0.27011168003082275,0.37648242712020874,0.594326376914978,0.001812933548391725,1.0,0.0,0.0,71.97506732352505,68.1710205078125,119.103515625,167.6925048828125,16.34648324548092,165.9951171875
