tracker,frames,avg_tracks,min_tracks,max_tracks,zero_track_ratio,longest_zero_track_run,track_jump_mean,track_jump_max,large_jump_ratio,track_cv,unique_ids,avg_track_life,median_track_life,short_track_ratio,new_ids_per_frame,avg_center_move,avg_area_change_ratio,mean_pair_iou,high_iou_pair_ratio
deepsort,908,12.004405286343612,0.0,23.0,0.0011013215859030838,1,1.597574421168688,7.0,0.040793825799338476,0.2984227142858943,328,33.23170731707317,23.0,0.024390243902439025,2.4129955947136565,20.451467551395545,0.146060636935381,0.006976608098574965,0.006125519758347384
bytetrack_lite,908,10.428414096916299,2.0,19.0,0.0,0,2.0683572216097024,11.0,0.08158765159867695,0.29747062545729636,7399,1.2797675361535343,1.0,0.9864846600892012,9.234581497797357,2.0064845941538034,0.06564746980351839,0.006701380866812414,0.008916643990071112
