frame,detections,avg_conf,small_boxes,medium_boxes,large_boxes,deepsort_tracks,bytetrack_tracks,frame_time_ms,fps,gpu_memory_mb
91,9,0.446876585483551,9,0,0,11,9,44.28362846374512,22.581708741836664,165.9951171875
92,12,0.38816049695014954,12,0,0,8,12,41.708946228027344,23.975671658854463,165.9951171875
93,11,0.4043196439743042,11,0,0,9,11,39.18743133544922,25.518386021269865,165.9951171875
94,13,0.4335162043571472,13,0,0,13,13,47.62625694274902,20.996821169509257,165.9951171875
95,11,0.4487708806991577,11,0,0,14,11,46.71001434326172,21.408685354948037,165.9951171875
96,14,0.38551831245422363,14,0,0,13,14,50.20737648010254,19.917392026972482,165.9951171875
97,16,0.35934892296791077,16,0,0,15,16,54.60238456726074,18.314218470956558,165.9951171875
98,13,0.4199022650718689,13,0,0,15,13,52.254676818847656,19.13704305294472,165.9951171875
99,16,0.3878569006919861,16,0,0,13,16,55.64403533935547,17.971378134265688,165.9951171875
100,16,0.36055809259414673,16,0,0,16,16,62.012434005737305,16.125798253741845,165.9951171875
101,11,0.3774935007095337,11,0,0,16,11,52.427053451538086,19.074121739921328,165.9951171875
102,8,0.41542255878448486,8,0,0,10,8,39.417266845703125,25.369592567502178,165.9951171875
103,10,0.3910497725009918,10,0,0,9,10,40.081024169921875,24.949462263253068,165.9951171875
104,11,0.39728590846061707,11,0,0,12,11,75.57415962219238,13.232035989538804,165.9951171875
105,10,0.36226528882980347,10,0,0,10,10,73.80390167236328,13.549419168098826,165.9951171875
106,15,0.3795241713523865,15,0,0,9,15,84.54561233520508,11.827934914413017,165.9951171875
107,9,0.4366993308067322,9,0,0,9,9,57.87539482116699,17.278499837279142,165.9951171875
108,14,0.3700788915157318,14,0,0,11,14,53.15899848937988,18.81149059269392,165.9951171875
109,9,0.41662776470184326,9,0,0,13,9,50.61912536621094,19.755378876370624,165.9951171875
110,11,0.3891282379627228,11,0,0,10,11,81.53223991394043,12.265086805606323,165.9951171875
111,14,0.36988991498947144,14,0,0,13,14,84.32936668395996,11.85826526775289,165.9951171875
112,12,0.40305063128471375,12,0,0,16,12,82.01336860656738,12.193134082775902,165.9951171875
113,16,0.3836855888366699,16,0,0,16,16,88.62471580505371,11.283534067400375,165.9951171875
114,13,0.4326741099357605,13,0,0,15,13,84.55991744995117,11.825933966786026,165.9951171875
115,10,0.40602049231529236,10,0,0,16,10,53.618431091308594,18.650303256674317,165.9951171875
116,14,0.4146638810634613,14,0,0,13,14,89.45393562316895,11.1789379979051,165.9951171875
117,15,0.4014454782009125,15,0,0,17,15,75.86121559143066,13.181966466049625,165.9951171875
118,12,0.3981975317001343,12,0,0,17,12,58.11572074890137,17.207048060552605,165.9951171875
119,11,0.4137742221355438,11,0,0,14,11,72.77321815490723,13.741318926852601,165.9951171875
120,11,0.41647055745124817,11,0,0,12,11,82.09753036499023,12.180634369318875,165.9951171875
121,11,0.414088636636734,11,0,0,13,11,84.80310440063477,11.792021142005678,165.9951171875
122,10,0.42050471901893616,10,0,0,13,10,81.27307891845703,12.304197322256252,165.9951171875
123,12,0.4190685749053955,12,0,0,12,12,93.53899955749512,10.690727982239487,165.9951171875
124,10,0.4393806457519531,10,0,0,12,10,85.13593673706055,11.745921150647183,165.9951171875
125,12,0.4033345878124237,12,0,0,15,12,87.41641044616699,11.43949968771393,165.9951171875
126,11,0.426967054605484,11,0,0,15,11,77.71039009094238,12.86829211421699,165.9951171875
127,10,0.4570528566837311,10,0,0,12,10,65.44065475463867,15.281020701112658,165.9951171875
128,11,0.46062880754470825,11,0,0,12,11,88.51265907287598,11.2978189840242,165.9951171875
129,16,0.40293803811073303,16,0,0,17,16,124.79162216186523,8.013358450480881,165.9951171875
130,12,0.4279191195964813,12,0,0,16,12,92.22650527954102,10.842869920842963,165.9951171875
131,12,0.4129439890384674,12,0,0,11,12,89.28036689758301,11.20067081654289,165.9951171875
132,16,0.3694670796394348,16,0,0,14,16,187.93177604675293,5.3210799207858495,165.9951171875
133,12,0.4254222810268402,12,0,0,14,12,96.62270545959473,10.349534255363775,165.9951171875
134,15,0.38875722885131836,15,0,0,15,15,84.54322814941406,11.828268471517202,165.9951171875
135,11,0.4363364279270172,11,0,0,15,11,62.88909912109375,15.901006914958145,165.9951171875
136,14,0.37813800573349,14,0,0,14,14,65.85025787353516,15.185969384060595,165.9951171875
137,8,0.4044525623321533,8,0,0,15,8,57.09648132324219,17.514214130616335,165.9951171875
138,9,0.40750277042388916,9,0,0,9,9,50.34375190734863,19.86343810529606,165.9951171875
139,9,0.4250282049179077,9,0,0,9,9,92.1485424041748,10.852043601665205,165.9951171875
140,7,0.4638638198375702,7,0,0,9,7,60.04905700683594,16.653050852841215,165.9951171875
141,8,0.428287148475647,8,0,0,9,8,48.145294189453125,20.770461928531812,165.9951171875
142,7,0.3951089084148407,7,0,0,9,7,91.80569648742676,10.892570268087393,165.9951171875
143,8,0.39820513129234314,8,0,0,10,8,58.38632583618164,17.127297970517375,165.9951171875
144,11,0.4010326564311981,11,0,0,13,11,53.20024490356445,18.79690595057767,165.9951171875
145,9,0.4328233003616333,9,0,0,14,9,53.292274475097656,18.76444587605805,165.9951171875
146,8,0.4589252769947052,8,0,0,12,8,50.74453353881836,19.706556160084194,165.9951171875
147,7,0.4441521465778351,7,0,0,9,7,50.57072639465332,19.77428586245751,165.9951171875
148,10,0.4120451509952545,10,0,0,9,10,53.85613441467285,18.567986931634564,165.9951171875
149,8,0.4600972533226013,8,0,0,11,8,51.917314529418945,19.26139687817154,165.9951171875
150,9,0.44401079416275024,9,0,0,10,9,52.44922637939453,19.06605814862629,165.9951171875
151,9,0.3783203959465027,9,0,0,11,9,53.11846733093262,18.82584438609484,165.9951171875
152,7,0.43509092926979065,7,0,0,10,7,50.16183853149414,19.93547344506022,165.9951171875
153,10,0.40904656052589417,10,0,0,8,10,57.04021453857422,17.531490862884752,165.9951171875
154,8,0.48328742384910583,8,0,0,12,8,52.15740203857422,19.17273408787552,165.9951171875
155,11,0.42028072476387024,11,0,0,10,11,55.63712120056152,17.973611474166415,165.9951171875
156,9,0.43823766708374023,9,0,0,10,9,52.198171615600586,19.157759152259803,165.9951171875
157,7,0.40021392703056335,7,0,0,8,7,47.02329635620117,21.266054859808346,165.9951171875
158,8,0.38977378606796265,8,0,0,9,8,52.05273628234863,19.211285926943777,165.9951171875
