frame,track_id,x1,y1,x2,y2,score
1,1,999.0,456.0,1028.0,515.0,0.5195432305335999
1,2,763.0,506.0,789.0,578.0,0.4764232337474823
1,3,843.0,603.0,878.0,694.0,0.43083158135414124
1,4,624.0,427.0,642.0,469.0,0.408517062664032
1,5,1135.0,422.0,1155.0,479.0,0.3796338438987732
1,6,1175.0,506.0,1212.0,581.0,0.3613079786300659
1,7,1075.0,285.0,1087.0,309.0,0.2937775254249573
1,8,578.0,392.0,595.0,423.0,0.29339420795440674
1,9,819.0,345.0,837.0,375.0,0.2611730098724365
1,10,910.0,538.0,932.0,614.0,0.25112706422805786
2,1,1000.0,455.0,1029.0,514.0,0.4963800311088562
2,2,761.0,502.0,788.0,575.0,0.3424386978149414
2,5,1135.0,420.0,1158.0,479.0,0.33134588599205017
2,6,1176.0,505.0,1215.0,580.0,0.4564388692378998
2,11,836.0,599.0,877.0,693.0,0.4034891426563263
2,12,736.0,612.0,770.0,697.0,0.3619508743286133
2,13,897.0,536.0,929.0,613.0,0.30521437525749207
2,14,623.0,429.0,640.0,468.0,0.28568100929260254
2,15,908.0,535.0,927.0,608.0,0.280962735414505
2,16,929.0,313.0,944.0,343.0,0.25107863545417786
3,17,827.0,584.0,865.0,672.0,0.5888348817825317
3,18,1193.0,496.0,1229.0,569.0,0.5159808397293091
3,19,1009.0,450.0,1038.0,505.0,0.4935932755470276
3,20,733.0,594.0,763.0,672.0,0.46243521571159363
3,21,833.0,341.0,854.0,373.0,0.3474830687046051
3,22,927.0,397.0,949.0,444.0,0.2866520583629608
3,23,756.0,489.0,781.0,555.0,0.28460055589675903
3,24,697.0,460.0,721.0,515.0,0.2654956877231598
3,25,850.0,388.0,871.0,420.0,0.26231205463409424
4,26,728.0,568.0,760.0,646.0,0.6892290115356445
4,27,1017.0,441.0,1045.0,494.0,0.5843122601509094
4,28,821.0,570.0,857.0,654.0,0.542898416519165
4,29,694.0,451.0,720.0,513.0,0.43134546279907227
4,30,1207.0,489.0,1241.0,560.0,0.4164007604122162
4,31,751.0,479.0,775.0,547.0,0.3885723948478699
4,32,1085.0,404.0,1109.0,450.0,0.3306944966316223
4,33,1145.0,419.0,1171.0,465.0,0.3014228940010071
4,34,844.0,340.0,866.0,373.0,0.2986569404602051
4,35,958.0,646.0,1003.0,720.0,0.26033180952072144
4,36,958.0,646.0,1045.0,720.0,0.2599935829639435
5,37,817.0,563.0,850.0,644.0,0.5997079610824585
5,38,952.0,629.0,993.0,719.0,0.5375220775604248
5,39,1027.0,438.0,1052.0,490.0,0.47860556840896606
5,40,1217.0,486.0,1247.0,553.0,0.4322974383831024
5,41,728.0,553.0,757.0,636.0,0.40852227807044983
5,42,747.0,473.0,770.0,533.0,0.4054071307182312
5,43,1096.0,403.0,1120.0,447.0,0.2990809977054596
5,44,731.0,552.0,756.0,596.0,0.27255934476852417
6,45,811.0,549.0,841.0,626.0,0.6671655178070068
6,46,943.0,609.0,981.0,700.0,0.6596983671188354
6,47,1032.0,432.0,1063.0,482.0,0.5893727540969849
6,48,728.0,537.0,755.0,634.0,0.36447110772132874
6,49,730.0,536.0,756.0,594.0,0.2808776795864105
7,50,938.0,592.0,975.0,680.0,0.620442271232605
7,51,802.0,536.0,836.0,615.0,0.5966835618019104
7,52,1043.0,427.0,1073.0,477.0,0.4188898205757141
7,53,606.0,454.0,625.0,501.0,0.3654560148715973
7,54,727.0,521.0,755.0,590.0,0.36127981543540955
7,55,1041.0,379.0,1069.0,414.0,0.31549784541130066
7,56,683.0,434.0,704.0,484.0,0.30650636553764343
7,57,858.0,481.0,881.0,539.0,0.25448065996170044
8,58,933.0,579.0,969.0,659.0,0.6711192727088928
8,59,801.0,528.0,830.0,607.0,0.5958609580993652
8,60,1049.0,425.0,1082.0,473.0,0.4351809024810791
8,61,1052.0,379.0,1077.0,408.0,0.4169788658618927
8,62,846.0,312.0,862.0,340.0,0.3842543661594391
8,63,1162.0,416.0,1183.0,462.0,0.34446972608566284
8,64,730.0,518.0,755.0,579.0,0.33815982937812805
8,65,600.0,458.0,624.0,519.0,0.3297702670097351
8,66,882.0,338.0,905.0,368.0,0.30158698558807373
8,67,1255.0,468.0,1280.0,525.0,0.2570646107196808
8,68,858.0,471.0,881.0,534.0,0.2519335448741913
9,69,929.0,565.0,964.0,647.0,0.6643169522285461
9,70,793.0,517.0,823.0,590.0,0.6406527757644653
9,71,854.0,461.0,879.0,521.0,0.4877218008041382
9,72,1063.0,420.0,1096.0,466.0,0.37180328369140625
9,73,733.0,502.0,756.0,562.0,0.3622221350669861
10,74,928.0,548.0,960.0,628.0,0.7725749611854553
10,75,853.0,454.0,878.0,513.0,0.565491795539856
10,76,787.0,506.0,818.0,580.0,0.521209180355072
10,77,1171.0,409.0,1198.0,459.0,0.39026081562042236
10,78,1082.0,419.0,1108.0,459.0,0.34707850217819214
10,79,596.0,475.0,616.0,527.0,0.28025832772254944
10,80,734.0,488.0,757.0,546.0,0.27468356490135193
10,81,282.0,676.0,314.0,720.0,0.2629842460155487
10,82,818.0,308.0,833.0,340.0,0.25244927406311035
11,83,927.0,538.0,961.0,620.0,0.7152783274650574
11,84,784.0,498.0,812.0,567.0,0.47107362747192383
11,85,851.0,449.0,877.0,503.0,0.4651283919811249
11,86,594.0,480.0,613.0,531.0,0.3535904586315155
11,87,1176.0,411.0,1201.0,449.0,0.3073223829269409
11,88,1090.0,418.0,1117.0,458.0,0.3060653507709503
11,89,1070.0,339.0,1091.0,371.0,0.2919974625110626
11,90,881.0,391.0,901.0,430.0,0.2692279517650604
11,91,738.0,488.0,760.0,540.0,0.2548152506351471
12,35,955.0,646.0,999.0,720.0,0.4132959246635437
12,87,1178.0,411.0,1203.0,449.0,0.2757667899131775
12,92,928.0,525.0,959.0,598.0,0.6832623481750488
12,93,779.0,489.0,806.0,556.0,0.5799659490585327
12,94,856.0,441.0,879.0,493.0,0.4548015296459198
12,95,592.0,486.0,612.0,548.0,0.4171759784221649
12,96,1056.0,341.0,1075.0,370.0,0.26812663674354553
12,97,964.0,645.0,994.0,720.0,0.25135722756385803
13,98,930.0,513.0,961.0,588.0,0.7300778031349182
13,99,1182.0,411.0,1209.0,469.0,0.4116641879081726
13,100,942.0,623.0,984.0,706.0,0.40447860956192017
13,101,857.0,434.0,882.0,486.0,0.3975387513637543
13,102,773.0,482.0,799.0,548.0,0.3332318365573883
13,103,1182.0,411.0,1210.0,452.0,0.3265366554260254
13,104,1041.0,341.0,1062.0,369.0,0.29456472396850586
13,105,1136.0,314.0,1155.0,356.0,0.2895168364048004
13,106,722.0,407.0,739.0,452.0,0.2568579316139221
14,107,930.0,505.0,962.0,577.0,0.6095396876335144
14,108,934.0,610.0,974.0,697.0,0.4307352304458618
14,109,720.0,400.0,738.0,448.0,0.42315176129341125
14,110,864.0,427.0,884.0,477.0,0.3312784731388092
14,111,587.0,499.0,609.0,571.0,0.3246085047721863
14,112,912.0,392.0,933.0,426.0,0.3205481171607971
14,113,948.0,328.0,972.0,359.0,0.290959894657135
14,114,1186.0,409.0,1213.0,449.0,0.2785395681858063
15,115,935.0,497.0,966.0,563.0,0.7577357292175293
15,116,927.0,595.0,961.0,674.0,0.5765645503997803
15,117,718.0,395.0,734.0,441.0,0.4753066897392273
15,118,870.0,422.0,893.0,468.0,0.43698614835739136
15,119,766.0,461.0,790.0,531.0,0.39596450328826904
15,120,504.0,399.0,524.0,440.0,0.3465213179588318
15,121,584.0,510.0,608.0,576.0,0.3351084589958191
15,122,960.0,327.0,984.0,355.0,0.32062163949012756
15,123,1196.0,410.0,1220.0,455.0,0.31946608424186707
15,124,1144.0,407.0,1171.0,448.0,0.2961016595363617
15,125,1191.0,412.0,1215.0,471.0,0.28985485434532166
15,126,1045.0,370.0,1079.0,420.0,0.2726612687110901
16,127,941.0,485.0,970.0,552.0,0.7007322907447815
16,128,875.0,679.0,916.0,720.0,0.5514526963233948
16,129,914.0,581.0,947.0,648.0,0.4799312949180603
16,130,878.0,417.0,901.0,461.0,0.4106941819190979
16,131,810.0,377.0,831.0,417.0,0.36304396390914917
16,132,585.0,520.0,608.0,575.0,0.286635160446167
16,133,1198.0,360.0,1233.0,398.0,0.28493407368659973
16,134,714.0,391.0,730.0,439.0,0.2688891291618347
16,135,520.0,397.0,545.0,435.0,0.2671010494232178
16,136,762.0,461.0,786.0,518.0,0.2623080015182495
