frame,track_id,x1,y1,x2,y2,score
1,1,761.0,507.0,789.0,570.0,0.701076328754425
1,2,841.0,603.0,880.0,696.0,0.6619880795478821
1,3,1180.0,508.0,1213.0,566.0,0.5950749516487122
1,4,701.0,472.0,723.0,535.0,0.5859484672546387
1,5,735.0,620.0,769.0,710.0,0.5449884533882141
1,6,1000.0,457.0,1029.0,513.0,0.49527493119239807
1,7,1136.0,417.0,1163.0,476.0,0.4931183457374573
1,8,294.0,662.0,326.0,719.0,0.4831244647502899
1,9,621.0,425.0,644.0,477.0,0.45385101437568665
1,10,904.0,538.0,932.0,615.0,0.3699173629283905
1,11,1049.0,411.0,1069.0,455.0,0.32464101910591125
1,12,577.0,390.0,596.0,417.0,0.3110247552394867
1,13,1073.0,285.0,1086.0,308.0,0.25253450870513916
2,4,701.0,470.0,722.0,528.0,0.6218569874763489
2,6,1001.0,454.0,1030.0,512.0,0.4984031915664673
2,7,1136.0,417.0,1163.0,473.0,0.4843595623970032
2,13,1074.0,285.0,1087.0,308.0,0.2550826370716095
2,14,759.0,503.0,787.0,566.0,0.6449930667877197
2,15,837.0,598.0,876.0,694.0,0.6213405132293701
2,16,736.0,613.0,763.0,698.0,0.5606502890586853
2,17,1183.0,505.0,1216.0,566.0,0.5578917264938354
2,18,906.0,535.0,928.0,609.0,0.4430132210254669
2,19,583.0,389.0,599.0,428.0,0.36431220173835754
2,20,621.0,427.0,642.0,471.0,0.35500892996788025
2,21,1052.0,410.0,1074.0,454.0,0.3347996771335602
3,22,1197.0,496.0,1230.0,560.0,0.6894946098327637
3,23,754.0,491.0,781.0,561.0,0.6757521033287048
3,24,1007.0,448.0,1036.0,504.0,0.6576993465423584
3,25,695.0,459.0,720.0,514.0,0.6464790105819702
3,26,734.0,589.0,760.0,673.0,0.6121221780776978
3,27,832.0,585.0,868.0,668.0,0.5501956939697266
3,28,288.0,664.0,320.0,719.0,0.5354553461074829
3,29,616.0,429.0,636.0,477.0,0.47721558809280396
3,30,894.0,521.0,914.0,594.0,0.4734111428260803
3,31,1140.0,417.0,1166.0,474.0,0.45442935824394226
3,32,893.0,521.0,919.0,601.0,0.3617716133594513
3,33,1068.0,407.0,1088.0,448.0,0.360804945230484
3,34,851.0,384.0,869.0,414.0,0.3151920735836029
4,28,284.0,664.0,318.0,720.0,0.30934759974479675
4,35,750.0,480.0,774.0,550.0,0.6974884271621704
4,36,1212.0,489.0,1243.0,551.0,0.6905440092086792
4,37,822.0,571.0,857.0,658.0,0.6664049625396729
4,38,730.0,569.0,759.0,646.0,0.6473942399024963
4,39,959.0,645.0,1000.0,719.0,0.5720871686935425
4,40,1143.0,416.0,1171.0,467.0,0.5454216599464417
4,41,1019.0,441.0,1045.0,491.0,0.5402687191963196
4,42,614.0,435.0,632.0,482.0,0.5275599360466003
4,43,1084.0,404.0,1104.0,446.0,0.4363723397254944
4,44,693.0,451.0,718.0,512.0,0.35032349824905396
4,45,885.0,509.0,905.0,564.0,0.34285518527030945
5,46,817.0,560.0,849.0,649.0,0.7396302223205566
5,47,746.0,471.0,770.0,540.0,0.6649214625358582
5,48,688.0,443.0,710.0,497.0,0.5078149437904358
5,49,610.0,441.0,630.0,496.0,0.4936542212963104
5,50,1222.0,483.0,1247.0,540.0,0.48205089569091797
5,51,1148.0,415.0,1175.0,466.0,0.47979801893234253
5,52,1097.0,401.0,1118.0,443.0,0.4381401538848877
5,53,953.0,632.0,991.0,720.0,0.42865821719169617
5,54,1029.0,436.0,1052.0,476.0,0.41679060459136963
5,55,728.0,554.0,756.0,636.0,0.3715749979019165
5,56,879.0,498.0,897.0,548.0,0.3484864830970764
6,57,810.0,548.0,842.0,625.0,0.7244507074356079
6,58,946.0,610.0,981.0,705.0,0.6677526831626892
6,59,727.0,537.0,755.0,609.0,0.6262637972831726
6,60,687.0,433.0,706.0,492.0,0.5801389217376709
6,61,744.0,463.0,764.0,526.0,0.5485798716545105
6,62,1036.0,432.0,1062.0,479.0,0.5471715331077576
6,63,1150.0,415.0,1181.0,465.0,0.5190447568893433
6,64,607.0,445.0,627.0,498.0,0.42473912239074707
6,65,866.0,487.0,889.0,554.0,0.4079202711582184
6,66,649.0,388.0,666.0,425.0,0.37580054998397827
6,67,1111.0,399.0,1140.0,444.0,0.3271450698375702
7,68,802.0,535.0,835.0,612.0,0.7161180973052979
7,69,730.0,521.0,755.0,588.0,0.5629187822341919
7,70,937.0,591.0,973.0,685.0,0.4987023174762726
7,71,857.0,478.0,881.0,537.0,0.45478808879852295
7,72,1161.0,414.0,1185.0,464.0,0.4327605366706848
7,73,276.0,670.0,312.0,720.0,0.4232490658760071
7,74,684.0,435.0,705.0,483.0,0.4020994305610657
7,75,736.0,453.0,759.0,513.0,0.39909741282463074
7,76,1049.0,428.0,1073.0,464.0,0.3474542796611786
7,77,603.0,452.0,627.0,498.0,0.33277419209480286
7,78,668.0,386.0,684.0,417.0,0.32995107769966125
7,79,847.0,391.0,865.0,420.0,0.29852983355522156
7,80,1130.0,399.0,1155.0,443.0,0.28306540846824646
8,73,277.0,671.0,312.0,719.0,0.2655393183231354
