frames,avg_detections,min_detections,max_detections,zero_detection_ratio,avg_conf,conf_p10,conf_p50,conf_p90,avg_box_area_ratio,small_box_ratio,medium_box_ratio,large_box_ratio,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,avg_pipeline_fps,peak_gpu_memory_mb
908,14.66079295154185,6.0,22.0,0.0,0.47120166301521327,0.28044599294662476,0.4521000385284424,0.6945022344589233,0.001616883483582508,1.0,0.0,0.0,96.27708096861313,85.85322570800781,176.80526733398438,197.7274169921875,12.361748808569041,369.95263671875
