tracker,frames,avg_tracks,min_tracks,max_tracks,zero_track_ratio,longest_zero_track_run,track_jump_mean,track_jump_max,large_jump_ratio,track_cv,unique_ids,avg_track_life,median_track_life,short_track_ratio,new_ids_per_frame,avg_center_move,avg_area_change_ratio,mean_pair_iou,high_iou_pair_ratio
deepsort,908,15.876651982378855,0.0,25.0,0.0011013215859030838,1,1.6152149944873209,12.0,0.03307607497243661,0.23763131678567478,409,35.24694376528117,26.0,0.02689486552567237,2.5308370044052864,17.468415675305156,0.1342604062560787,0.004036103632980617,0.0027133794006466167
bytetrack_lite,908,14.66079295154185,6.0,22.0,0.0,0,1.8566703417861081,9.0,0.05181918412348401,0.1969704019765441,10529,1.264317599012252,1.0,0.9867033906353879,13.194933920704846,2.0932206661578077,0.06773654602158966,0.0033362569096122936,0.003916534726773267
