frame,detections,avg_conf,small_boxes,medium_boxes,large_boxes,deepsort_tracks,bytetrack_tracks,frame_time_ms,fps,gpu_memory_mb
154,11,0.4491350054740906,11,0,0,14,11,62.110185623168945,16.100418795511864,369.95263671875
155,14,0.4731045365333557,14,0,0,14,14,67.37589836120605,14.842102655744085,369.95263671875
156,7,0.549095094203949,7,0,0,13,7,59.10372734069824,16.91940669385516,369.95263671875
157,11,0.48802345991134644,11,0,0,9,11,84.87224578857422,11.782414742401258,369.95263671875
158,8,0.5125620365142822,8,0,0,10,8,63.897132873535156,15.650154475306339,369.95263671875
159,10,0.5237681865692139,10,0,0,10,10,82.81421661376953,12.075221391803034,369.95263671875
160,12,0.4275090992450714,12,0,0,13,12,85.80231666564941,11.654696969275955,369.95263671875
161,14,0.3795638978481293,14,0,0,14,14,72.57318496704102,13.779194070842395,369.95263671875
162,12,0.44777965545654297,12,0,0,15,12,63.30609321594238,15.796267771396291,369.95263671875
163,13,0.45684370398521423,13,0,0,14,13,59.36551094055176,16.844797326875423,369.95263671875
164,15,0.4120781123638153,15,0,0,15,15,87.23759651184082,11.462947627910282,369.95263671875
165,11,0.4268379509449005,11,0,0,19,11,62.42871284484863,16.018270350780043,369.95263671875
166,11,0.4604506492614746,11,0,0,15,11,56.604623794555664,17.66640131077387,369.95263671875
167,9,0.46371471881866455,9,0,0,11,9,54.12626266479492,18.47531957255244,369.95263671875
168,8,0.4402848482131958,8,0,0,10,8,53.03239822387695,18.85639785284624,369.95263671875
169,12,0.43377789855003357,12,0,0,12,12,57.43765830993652,17.41018052309774,369.95263671875
170,12,0.4634855091571808,12,0,0,12,12,57.753562927246094,17.314949057943494,369.95263671875
171,13,0.4760206341743469,13,0,0,12,13,61.02132797241211,16.38771284119058,369.95263671875
172,11,0.48177507519721985,11,0,0,14,11,57.5869083404541,17.365057941433403,369.95263671875
173,11,0.4381379187107086,11,0,0,11,11,57.47246742248535,17.3996357707928,369.95263671875
174,12,0.46623456478118896,12,0,0,15,12,58.67767333984375,17.042257183721233,369.95263671875
175,10,0.4642482399940491,10,0,0,13,10,56.20408058166504,17.79230243873469,369.95263671875
176,13,0.4451160132884979,13,0,0,11,13,59.85903739929199,16.705915154122206,369.95263671875
177,13,0.481134295463562,13,0,0,14,13,60.2419376373291,16.599731668995105,369.95263671875
178,14,0.4943826496601105,14,0,0,13,14,71.27141952514648,14.03086969029953,369.95263671875
179,15,0.44676223397254944,15,0,0,17,15,93.1539535522461,10.73491743363466,369.95263671875
180,14,0.45080703496932983,14,0,0,17,14,78.15194129943848,12.795587459158677,369.95263671875
181,14,0.48329609632492065,14,0,0,13,14,76.87973976135254,13.007328108864128,369.95263671875
182,14,0.47618886828422546,14,0,0,13,14,73.48275184631348,13.608635698503289,369.95263671875
183,16,0.4313993752002716,16,0,0,14,16,114.7923469543457,8.711382130706953,369.95263671875
184,15,0.44615671038627625,15,0,0,18,15,75.94728469848633,13.167027682030225,369.95263671875
185,11,0.4761219024658203,11,0,0,14,11,65.1237964630127,15.35537014596429,369.95263671875
186,17,0.4460965096950531,17,0,0,14,17,77.9411792755127,12.83018821751619,369.95263671875
187,11,0.5000548958778381,11,0,0,14,11,63.02142143249512,15.867620521240415,369.95263671875
188,14,0.44889241456985474,14,0,0,15,14,80.81269264221191,12.374293781143699,369.95263671875
189,12,0.4644656479358673,12,0,0,16,12,93.47295761108398,10.698281359200518,369.95263671875
190,15,0.41597780585289,15,0,0,13,15,79.41007614135742,12.59286035968415,369.95263671875
191,16,0.4025159478187561,16,0,0,15,16,122.1473217010498,8.186835258225768,369.95263671875
192,15,0.45570194721221924,15,0,0,17,15,74.22661781311035,13.472256037824938,369.95263671875
193,12,0.4715186059474945,12,0,0,15,12,80.23953437805176,12.462684482794481,369.95263671875
194,13,0.49309471249580383,13,0,0,13,13,69.5645809173584,14.375131522577329,369.95263671875
195,15,0.4698711037635803,15,0,0,13,15,71.4268684387207,14.000333793969011,369.95263671875
